16e1bp	https://www.omim.org/entry/617598
16e1bp	https://www.omim.org/entry/619011
1c7	https://www.omim.org/entry/609148
2adub	https://www.omim.org/entry/618116
3h11ag	https://www.omim.org/entry/610188
3h11ag	https://www.omim.org/entry/610189
3h11ag	https://www.omim.org/entry/611134
3h11ag	https://www.omim.org/entry/611755
3h11ag	https://www.omim.org/entry/615991
3ks	https://www.omim.org/entry/618460
3m1	https://www.omim.org/entry/273750
3m2	https://www.omim.org/entry/612921
3m3	https://www.omim.org/entry/614205
3mc1	https://www.omim.org/entry/257920
3mc2	https://www.omim.org/entry/265050
3mc3	https://www.omim.org/entry/248340
3pk	https://www.omim.org/entry/617111
8d6	https://www.omim.org/entry/613646
8d6a	https://www.omim.org/entry/613646
a15	https://www.omim.org/entry/300210
a1st	https://www.omim.org/entry/301054
a1st	https://www.omim.org/entry/301830
a20	https://www.omim.org/entry/616744
a2m	https://www.omim.org/entry/104300
a2ml1	https://www.omim.org/entry/166760
a2mr	https://www.omim.org/entry/604093
a2mrap	https://www.omim.org/entry/615431
a4galt	https://www.omim.org/entry/111400
aa1	https://www.omim.org/entry/104000
aa2	https://www.omim.org/entry/610753
aaa	https://www.omim.org/entry/100070
aaa	https://www.omim.org/entry/104300
aaa	https://www.omim.org/entry/231550
aaa	https://www.omim.org/entry/605714
aaa1	https://www.omim.org/entry/100070
aaa2	https://www.omim.org/entry/609782
aaa3	https://www.omim.org/entry/611891
aaa4	https://www.omim.org/entry/614375
aaas	https://www.omim.org/entry/231550
aac2	https://www.omim.org/entry/243400
aact	https://www.omim.org/entry/107280
aaf132	https://www.omim.org/entry/612199
aaf44	https://www.omim.org/entry/617341
aagab	https://www.omim.org/entry/148600
aamr	https://www.omim.org/entry/615510
aaopd	https://www.omim.org/entry/606852
aars	https://www.omim.org/entry/613287
aars	https://www.omim.org/entry/616339
aars1	https://www.omim.org/entry/613287
aars1	https://www.omim.org/entry/616339
aars2	https://www.omim.org/entry/614096
aars2	https://www.omim.org/entry/615889
aas	https://www.omim.org/entry/305400
aass	https://www.omim.org/entry/238700
aat	https://www.omim.org/entry/613490
aat1	https://www.omim.org/entry/607086
aat10	https://www.omim.org/entry/617168
aat11	https://www.omim.org/entry/610256
aat11	https://www.omim.org/entry/612968
aat11	https://www.omim.org/entry/617349
aat2	https://www.omim.org/entry/607087
aat3	https://www.omim.org/entry/133239
aat3	https://www.omim.org/entry/610168
aat3	https://www.omim.org/entry/614331
aat4	https://www.omim.org/entry/132900
aat5	https://www.omim.org/entry/132800
aat5	https://www.omim.org/entry/609192
aat6	https://www.omim.org/entry/611788
aat6	https://www.omim.org/entry/613834
aat6	https://www.omim.org/entry/614042
aat7	https://www.omim.org/entry/249210
aat7	https://www.omim.org/entry/613780
aat8	https://www.omim.org/entry/615436
aat9	https://www.omim.org/entry/616166
abat	https://www.omim.org/entry/613163
abbp2	https://www.omim.org/entry/618061
abc1	https://www.omim.org/entry/205400
abc1	https://www.omim.org/entry/604091
abc2	https://www.omim.org/entry/618808
abc3	https://www.omim.org/entry/610921
abc34	https://www.omim.org/entry/177850
abc34	https://www.omim.org/entry/264800
abc34	https://www.omim.org/entry/614473
abc7	https://www.omim.org/entry/301310
abca1	https://www.omim.org/entry/205400
abca1	https://www.omim.org/entry/604091
abca12	https://www.omim.org/entry/242500
abca12	https://www.omim.org/entry/601277
abca2	https://www.omim.org/entry/618808
abca3	https://www.omim.org/entry/610921
abca4	https://www.omim.org/entry/153800
abca4	https://www.omim.org/entry/248200
abca4	https://www.omim.org/entry/601718
abca4	https://www.omim.org/entry/604116
abca5	https://www.omim.org/entry/135400
abca7	https://www.omim.org/entry/608907
abcb1	https://www.omim.org/entry/120080
abcb1	https://www.omim.org/entry/612244
abcb11	https://www.omim.org/entry/601847
abcb11	https://www.omim.org/entry/605479
abcb2	https://www.omim.org/entry/604571
abcb3	https://www.omim.org/entry/604571
abcb4	https://www.omim.org/entry/600803
abcb4	https://www.omim.org/entry/602347
abcb4	https://www.omim.org/entry/614972
abcb6	https://www.omim.org/entry/111600
abcb6	https://www.omim.org/entry/609153
abcb6	https://www.omim.org/entry/614497
abcb6	https://www.omim.org/entry/615402
abcb7	https://www.omim.org/entry/301310
abcc1	https://www.omim.org/entry/618915
abcc11	https://www.omim.org/entry/117800
abcc2	https://www.omim.org/entry/237500
abcc6	https://www.omim.org/entry/177850
abcc6	https://www.omim.org/entry/264800
abcc6	https://www.omim.org/entry/614473
abcc7	https://www.omim.org/entry/167800
abcc7	https://www.omim.org/entry/211400
abcc7	https://www.omim.org/entry/219700
abcc7	https://www.omim.org/entry/277180
abcc7	https://www.omim.org/entry/602421
abcc8	https://www.omim.org/entry/125853
abcc8	https://www.omim.org/entry/240800
abcc8	https://www.omim.org/entry/256450
abcc8	https://www.omim.org/entry/610374
abcc8	https://www.omim.org/entry/618857
abcc9	https://www.omim.org/entry/239850
abcc9	https://www.omim.org/entry/608569
abcc9	https://www.omim.org/entry/614050
abcd1	https://www.omim.org/entry/300100
abcd3	https://www.omim.org/entry/616278
abcd4	https://www.omim.org/entry/614857
abcds	https://www.omim.org/entry/277580
abcds	https://www.omim.org/entry/600155
abcds	https://www.omim.org/entry/600501
abcg2	https://www.omim.org/entry/138900
abcg2	https://www.omim.org/entry/614490
abcg5	https://www.omim.org/entry/618666
abcg8	https://www.omim.org/entry/210250
abcg8	https://www.omim.org/entry/611465
abcp	https://www.omim.org/entry/138900
abcp	https://www.omim.org/entry/614490
abcr	https://www.omim.org/entry/153800
abcr	https://www.omim.org/entry/248200
abcr	https://www.omim.org/entry/601718
abcr	https://www.omim.org/entry/604116
abcx	https://www.omim.org/entry/608907
abers	https://www.omim.org/entry/302905
abers	https://www.omim.org/entry/303400
abh8	https://www.omim.org/entry/618504
abhd12	https://www.omim.org/entry/612674
abhd5	https://www.omim.org/entry/275630
